"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","FX","HB","PB","PH","SR"
"hong_asher","moldauer_yul","wiskus_shane","richard_frederick","whittenburg_donnell",1,0,3,130,1,"wiskus_shane, moldauer_yul, whittenburg_donnell, richard_frederick","richard_frederick, wiskus_shane, moldauer_yul, hong_asher","hong_asher, moldauer_yul, whittenburg_donnell, richard_frederick","moldauer_yul, hong_asher, whittenburg_donnell, wiskus_shane","whittenburg_donnell, richard_frederick, moldauer_yul, wiskus_shane","whittenburg_donnell, hong_asher, moldauer_yul, wiskus_shane"
"walker_colt","moldauer_yul","wiskus_shane","malone_brody","phillips_curran",1,1,2,129,2,"wiskus_shane, phillips_curran, moldauer_yul, malone_brody","phillips_curran, walker_colt, moldauer_yul, malone_brody","phillips_curran, walker_colt, malone_brody, wiskus_shane","malone_brody, phillips_curran, walker_colt, moldauer_yul","phillips_curran, moldauer_yul, wiskus_shane, walker_colt","walker_colt, malone_brody, phillips_curran, wiskus_shane"
"christopulos_taylor_troy","moldauer_yul","richard_frederick","malone_brody","phillips_curran",2,0,0,129,2,"christopulos_taylor_troy, moldauer_yul, malone_brody, richard_frederick","richard_frederick, christopulos_taylor_troy, moldauer_yul, malone_brody","richard_frederick, christopulos_taylor_troy, phillips_curran, malone_brody","christopulos_taylor_troy, moldauer_yul, phillips_curran, malone_brody","phillips_curran, malone_brody, christopulos_taylor_troy, richard_frederick","christopulos_taylor_troy, phillips_curran, moldauer_yul, malone_brody"
"blixt_landen_paul","walker_colt","christopulos_taylor_troy","hong_asher","nedoroscik_stephen",1,1,0,128,2,"walker_colt, nedoroscik_stephen, hong_asher, christopulos_taylor_troy","walker_colt, christopulos_taylor_troy, nedoroscik_stephen, blixt_landen_paul","nedoroscik_stephen, walker_colt, blixt_landen_paul, hong_asher","walker_colt, blixt_landen_paul, hong_asher, christopulos_taylor_troy","walker_colt, blixt_landen_paul, nedoroscik_stephen, christopulos_taylor_troy","christopulos_taylor_troy, blixt_landen_paul, walker_colt, nedoroscik_stephen"
"blixt_landen_paul","richard_frederick","malone_brody","phillips_curran","whittenburg_donnell",0,3,0,128,3,"blixt_landen_paul, whittenburg_donnell, richard_frederick, phillips_curran","blixt_landen_paul, malone_brody, whittenburg_donnell, richard_frederick","malone_brody, phillips_curran, richard_frederick, whittenburg_donnell","whittenburg_donnell, blixt_landen_paul, malone_brody, richard_frederick","whittenburg_donnell, malone_brody, phillips_curran, blixt_landen_paul","malone_brody, richard_frederick, phillips_curran, blixt_landen_paul"
"walker_colt","christopulos_taylor_troy","richard_frederick","malone_brody","skirkey_ian",1,2,0,128,3,"malone_brody, richard_frederick, christopulos_taylor_troy, walker_colt","walker_colt, christopulos_taylor_troy, richard_frederick, malone_brody","skirkey_ian, malone_brody, walker_colt, christopulos_taylor_troy","walker_colt, malone_brody, skirkey_ian, richard_frederick","walker_colt, malone_brody, richard_frederick, christopulos_taylor_troy","walker_colt, richard_frederick, skirkey_ian, christopulos_taylor_troy"
"walker_colt","hong_asher","wiskus_shane","malone_brody","whittenburg_donnell",1,1,1,128,2,"wiskus_shane, walker_colt, hong_asher, whittenburg_donnell","malone_brody, wiskus_shane, whittenburg_donnell, walker_colt","walker_colt, hong_asher, malone_brody, wiskus_shane","hong_asher, malone_brody, whittenburg_donnell, wiskus_shane","malone_brody, whittenburg_donnell, hong_asher, wiskus_shane","malone_brody, hong_asher, walker_colt, whittenburg_donnell"
"walker_colt","moldauer_yul","richard_frederick","malone_brody","nedoroscik_stephen",1,1,1,128,2,"richard_frederick, moldauer_yul, nedoroscik_stephen, walker_colt","walker_colt, nedoroscik_stephen, richard_frederick, moldauer_yul","malone_brody, walker_colt, moldauer_yul, nedoroscik_stephen","malone_brody, richard_frederick, nedoroscik_stephen, moldauer_yul","moldauer_yul, nedoroscik_stephen, walker_colt, richard_frederick","walker_colt, moldauer_yul, malone_brody, richard_frederick"
"christopulos_taylor_troy","karnes_joshua_andrew","malone_brody","phillips_curran","nedoroscik_stephen",1,2,0,128,3,"phillips_curran, karnes_joshua_andrew, nedoroscik_stephen, malone_brody","malone_brody, nedoroscik_stephen, christopulos_taylor_troy, phillips_curran","phillips_curran, nedoroscik_stephen, christopulos_taylor_troy, karnes_joshua_andrew","karnes_joshua_andrew, christopulos_taylor_troy, phillips_curran, malone_brody","phillips_curran, christopulos_taylor_troy, nedoroscik_stephen, malone_brody","christopulos_taylor_troy, malone_brody, phillips_curran, nedoroscik_stephen"
"christopulos_taylor_troy","hong_asher","moldauer_yul","wiskus_shane","richard_frederick",1,1,0,128,2,"christopulos_taylor_troy, richard_frederick, wiskus_shane, moldauer_yul","hong_asher, christopulos_taylor_troy, richard_frederick, moldauer_yul","hong_asher, moldauer_yul, wiskus_shane, christopulos_taylor_troy","richard_frederick, moldauer_yul, christopulos_taylor_troy, wiskus_shane","richard_frederick, moldauer_yul, wiskus_shane, hong_asher","christopulos_taylor_troy, hong_asher, richard_frederick, wiskus_shane"
"christopulos_taylor_troy","hong_asher","moldauer_yul","richard_frederick","nedoroscik_stephen",1,2,0,128,3,"richard_frederick, nedoroscik_stephen, hong_asher, moldauer_yul","moldauer_yul, hong_asher, richard_frederick, nedoroscik_stephen","nedoroscik_stephen, hong_asher, richard_frederick, christopulos_taylor_troy","nedoroscik_stephen, richard_frederick, christopulos_taylor_troy, hong_asher","richard_frederick, nedoroscik_stephen, hong_asher, moldauer_yul","richard_frederick, hong_asher, christopulos_taylor_troy, moldauer_yul"
"karnes_joshua_andrew","hong_asher","moldauer_yul","richard_frederick","phillips_curran",1,1,0,127,2,"richard_frederick, hong_asher, phillips_curran, karnes_joshua_andrew","richard_frederick, karnes_joshua_andrew, moldauer_yul, hong_asher","phillips_curran, richard_frederick, moldauer_yul, hong_asher","karnes_joshua_andrew, richard_frederick, phillips_curran, hong_asher","richard_frederick, hong_asher, karnes_joshua_andrew, phillips_curran","karnes_joshua_andrew, hong_asher, moldauer_yul, phillips_curran"
"karnes_joshua_andrew","hong_asher","moldauer_yul","phillips_curran","nedoroscik_stephen",2,0,0,127,2,"karnes_joshua_andrew, moldauer_yul, phillips_curran, nedoroscik_stephen","moldauer_yul, karnes_joshua_andrew, nedoroscik_stephen, hong_asher","moldauer_yul, phillips_curran, hong_asher, nedoroscik_stephen","moldauer_yul, phillips_curran, karnes_joshua_andrew, hong_asher","karnes_joshua_andrew, hong_asher, phillips_curran, nedoroscik_stephen","karnes_joshua_andrew, nedoroscik_stephen, hong_asher, phillips_curran"
"blixt_landen_paul","walker_colt","karnes_joshua_andrew","moldauer_yul","richard_frederick",1,1,1,126,2,"walker_colt, richard_frederick, karnes_joshua_andrew, blixt_landen_paul","moldauer_yul, blixt_landen_paul, richard_frederick, karnes_joshua_andrew","moldauer_yul, richard_frederick, karnes_joshua_andrew, blixt_landen_paul","richard_frederick, karnes_joshua_andrew, blixt_landen_paul, walker_colt","karnes_joshua_andrew, richard_frederick, moldauer_yul, blixt_landen_paul","moldauer_yul, walker_colt, richard_frederick, karnes_joshua_andrew"
"blixt_landen_paul","walker_colt","malone_brody","phillips_curran","skirkey_ian",0,3,1,126,3,"blixt_landen_paul, skirkey_ian, malone_brody, phillips_curran","blixt_landen_paul, malone_brody, skirkey_ian, phillips_curran","phillips_curran, blixt_landen_paul, malone_brody, skirkey_ian","phillips_curran, blixt_landen_paul, malone_brody, walker_colt","skirkey_ian, phillips_curran, walker_colt, blixt_landen_paul","malone_brody, phillips_curran, blixt_landen_paul, walker_colt"
"blixt_landen_paul","karnes_joshua_andrew","hong_asher","richard_frederick","phillips_curran",1,1,1,126,2,"phillips_curran, hong_asher, richard_frederick, blixt_landen_paul","richard_frederick, karnes_joshua_andrew, hong_asher, blixt_landen_paul","karnes_joshua_andrew, blixt_landen_paul, phillips_curran, hong_asher","karnes_joshua_andrew, phillips_curran, richard_frederick, hong_asher","blixt_landen_paul, phillips_curran, karnes_joshua_andrew, richard_frederick","karnes_joshua_andrew, phillips_curran, blixt_landen_paul, hong_asher"
"christopulos_taylor_troy","moldauer_yul","wiskus_shane","malone_brody","nedoroscik_stephen",1,1,1,126,2,"moldauer_yul, christopulos_taylor_troy, malone_brody, wiskus_shane","moldauer_yul, christopulos_taylor_troy, malone_brody, wiskus_shane","wiskus_shane, malone_brody, moldauer_yul, christopulos_taylor_troy","wiskus_shane, christopulos_taylor_troy, moldauer_yul, nedoroscik_stephen","nedoroscik_stephen, wiskus_shane, christopulos_taylor_troy, malone_brody","wiskus_shane, nedoroscik_stephen, malone_brody, christopulos_taylor_troy"
"blixt_landen_paul","christopulos_taylor_troy","richard_frederick","malone_brody","skirkey_ian",1,1,2,125,2,"skirkey_ian, blixt_landen_paul, richard_frederick, malone_brody","malone_brody, blixt_landen_paul, richard_frederick, skirkey_ian","malone_brody, richard_frederick, christopulos_taylor_troy, blixt_landen_paul","blixt_landen_paul, christopulos_taylor_troy, malone_brody, richard_frederick","blixt_landen_paul, christopulos_taylor_troy, skirkey_ian, richard_frederick","skirkey_ian, richard_frederick, malone_brody, blixt_landen_paul"
"blixt_landen_paul","karnes_joshua_andrew","richard_frederick","phillips_curran","skirkey_ian",0,3,1,124,3,"blixt_landen_paul, skirkey_ian, karnes_joshua_andrew, richard_frederick","skirkey_ian, karnes_joshua_andrew, richard_frederick, blixt_landen_paul","blixt_landen_paul, phillips_curran, richard_frederick, skirkey_ian","karnes_joshua_andrew, blixt_landen_paul, skirkey_ian, richard_frederick","karnes_joshua_andrew, blixt_landen_paul, skirkey_ian, richard_frederick","richard_frederick, karnes_joshua_andrew, blixt_landen_paul, phillips_curran"
"walker_colt","karnes_joshua_andrew","loos_riley","malone_brody","whittenburg_donnell",1,1,0,124,2,"malone_brody, whittenburg_donnell, karnes_joshua_andrew, walker_colt","loos_riley, karnes_joshua_andrew, walker_colt, malone_brody","whittenburg_donnell, loos_riley, malone_brody, walker_colt","walker_colt, malone_brody, karnes_joshua_andrew, loos_riley","karnes_joshua_andrew, malone_brody, loos_riley, walker_colt","whittenburg_donnell, karnes_joshua_andrew, walker_colt, loos_riley"
"christopulos_taylor_troy","karnes_joshua_andrew","wiskus_shane","malone_brody","phillips_curran",2,0,0,124,2,"phillips_curran, karnes_joshua_andrew, malone_brody, christopulos_taylor_troy","malone_brody, wiskus_shane, karnes_joshua_andrew, phillips_curran","phillips_curran, karnes_joshua_andrew, christopulos_taylor_troy, wiskus_shane","wiskus_shane, phillips_curran, karnes_joshua_andrew, christopulos_taylor_troy","malone_brody, wiskus_shane, christopulos_taylor_troy, karnes_joshua_andrew","phillips_curran, wiskus_shane, karnes_joshua_andrew, malone_brody"
"karnes_joshua_andrew","richard_frederick","malone_brody","nedoroscik_stephen","skirkey_ian",1,1,2,124,2,"skirkey_ian, nedoroscik_stephen, karnes_joshua_andrew, richard_frederick","richard_frederick, malone_brody, nedoroscik_stephen, karnes_joshua_andrew","malone_brody, richard_frederick, skirkey_ian, nedoroscik_stephen","nedoroscik_stephen, karnes_joshua_andrew, richard_frederick, malone_brody","malone_brody, karnes_joshua_andrew, nedoroscik_stephen, richard_frederick","skirkey_ian, richard_frederick, nedoroscik_stephen, malone_brody"
"blixt_landen_paul","moldauer_yul","richard_frederick","malone_brody","phillips_curran",2,0,0,123,2,"phillips_curran, moldauer_yul, blixt_landen_paul, malone_brody","richard_frederick, malone_brody, moldauer_yul, blixt_landen_paul","blixt_landen_paul, richard_frederick, moldauer_yul, malone_brody","richard_frederick, malone_brody, moldauer_yul, phillips_curran","moldauer_yul, richard_frederick, blixt_landen_paul, phillips_curran","richard_frederick, malone_brody, moldauer_yul, blixt_landen_paul"
"walker_colt","hong_asher","richard_frederick","phillips_curran","nedoroscik_stephen",1,0,2,123,1,"walker_colt, nedoroscik_stephen, richard_frederick, hong_asher","phillips_curran, hong_asher, nedoroscik_stephen, richard_frederick","nedoroscik_stephen, richard_frederick, walker_colt, phillips_curran","nedoroscik_stephen, phillips_curran, hong_asher, richard_frederick","phillips_curran, nedoroscik_stephen, richard_frederick, walker_colt","hong_asher, walker_colt, richard_frederick, nedoroscik_stephen"
"karnes_joshua_andrew","moldauer_yul","malone_brody","phillips_curran","nedoroscik_stephen",2,0,0,123,2,"malone_brody, phillips_curran, moldauer_yul, nedoroscik_stephen","phillips_curran, malone_brody, nedoroscik_stephen, karnes_joshua_andrew","karnes_joshua_andrew, nedoroscik_stephen, phillips_curran, moldauer_yul","phillips_curran, karnes_joshua_andrew, moldauer_yul, malone_brody","nedoroscik_stephen, phillips_curran, malone_brody, moldauer_yul","nedoroscik_stephen, karnes_joshua_andrew, moldauer_yul, phillips_curran"
"blixt_landen_paul","moldauer_yul","wiskus_shane","richard_frederick","loos_riley",1,1,1,122,2,"moldauer_yul, richard_frederick, wiskus_shane, blixt_landen_paul","richard_frederick, blixt_landen_paul, moldauer_yul, loos_riley","wiskus_shane, moldauer_yul, blixt_landen_paul, richard_frederick","moldauer_yul, richard_frederick, loos_riley, wiskus_shane","wiskus_shane, blixt_landen_paul, moldauer_yul, loos_riley","blixt_landen_paul, wiskus_shane, loos_riley, richard_frederick"
"christopulos_taylor_troy","hong_asher","moldauer_yul","loos_riley","malone_brody",1,1,0,121,2,"moldauer_yul, christopulos_taylor_troy, hong_asher, loos_riley","christopulos_taylor_troy, loos_riley, moldauer_yul, hong_asher","hong_asher, christopulos_taylor_troy, malone_brody, moldauer_yul","hong_asher, moldauer_yul, loos_riley, christopulos_taylor_troy","malone_brody, loos_riley, hong_asher, moldauer_yul","hong_asher, loos_riley, christopulos_taylor_troy, malone_brody"
"blixt_landen_paul","walker_colt","richard_frederick","malone_brody","phillips_curran",1,1,2,120,2,"phillips_curran, malone_brody, richard_frederick, walker_colt","walker_colt, malone_brody, richard_frederick, phillips_curran","walker_colt, richard_frederick, malone_brody, phillips_curran","phillips_curran, walker_colt, richard_frederick, malone_brody","richard_frederick, phillips_curran, malone_brody, walker_colt","blixt_landen_paul, richard_frederick, malone_brody, phillips_curran"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","richard_frederick","skirkey_ian",1,2,0,120,3,"blixt_landen_paul, hong_asher, christopulos_taylor_troy, skirkey_ian","hong_asher, christopulos_taylor_troy, skirkey_ian, richard_frederick","richard_frederick, skirkey_ian, blixt_landen_paul, hong_asher","skirkey_ian, hong_asher, richard_frederick, christopulos_taylor_troy","christopulos_taylor_troy, hong_asher, richard_frederick, blixt_landen_paul","christopulos_taylor_troy, richard_frederick, blixt_landen_paul, hong_asher"
"walker_colt","karnes_joshua_andrew","moldauer_yul","richard_frederick","whittenburg_donnell",1,1,0,120,2,"karnes_joshua_andrew, richard_frederick, moldauer_yul, whittenburg_donnell","karnes_joshua_andrew, moldauer_yul, walker_colt, whittenburg_donnell","walker_colt, richard_frederick, whittenburg_donnell, karnes_joshua_andrew","whittenburg_donnell, karnes_joshua_andrew, richard_frederick, walker_colt","whittenburg_donnell, karnes_joshua_andrew, walker_colt, richard_frederick","karnes_joshua_andrew, moldauer_yul, richard_frederick, whittenburg_donnell"
"karnes_joshua_andrew","hong_asher","moldauer_yul","richard_frederick","skirkey_ian",1,1,2,120,2,"karnes_joshua_andrew, moldauer_yul, hong_asher, richard_frederick","richard_frederick, hong_asher, karnes_joshua_andrew, skirkey_ian","karnes_joshua_andrew, moldauer_yul, richard_frederick, hong_asher","skirkey_ian, karnes_joshua_andrew, hong_asher, richard_frederick","skirkey_ian, hong_asher, richard_frederick, karnes_joshua_andrew","moldauer_yul, richard_frederick, skirkey_ian, hong_asher"
"karnes_joshua_andrew","moldauer_yul","richard_frederick","loos_riley","malone_brody",1,2,0,120,3,"loos_riley, karnes_joshua_andrew, richard_frederick, moldauer_yul","karnes_joshua_andrew, loos_riley, richard_frederick, moldauer_yul","loos_riley, richard_frederick, karnes_joshua_andrew, moldauer_yul","loos_riley, richard_frederick, malone_brody, karnes_joshua_andrew","richard_frederick, malone_brody, moldauer_yul, loos_riley","richard_frederick, malone_brody, karnes_joshua_andrew, loos_riley"
"blixt_landen_paul","karnes_joshua_andrew","hong_asher","phillips_curran","nedoroscik_stephen",1,1,1,119,2,"phillips_curran, nedoroscik_stephen, karnes_joshua_andrew, hong_asher","nedoroscik_stephen, phillips_curran, blixt_landen_paul, hong_asher","phillips_curran, hong_asher, blixt_landen_paul, nedoroscik_stephen","phillips_curran, nedoroscik_stephen, karnes_joshua_andrew, blixt_landen_paul","blixt_landen_paul, nedoroscik_stephen, phillips_curran, hong_asher","nedoroscik_stephen, karnes_joshua_andrew, hong_asher, blixt_landen_paul"
