"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","ID","FullName"
"abesadze","saba","m","GEO",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",NA,NA,0,NA,NA,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","SR",NA,NA,0,NA,NA,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","FX",28,5.3,7.733,NA,13.033,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","PB",23,5,7.7,NA,12.7,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","PH",33,4.7,8.3,NA,13,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-03-09,"World Cup","qual","Baku, Azerbaijan","FX",27,4.9,7.866,NA,12.766,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-03-01,"World Cup","qual","Doha, Qatar","FX",33,5.2,6.533,NA,11.733,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PB",21,5.2,7.7,NA,12.9,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-03-01,"World Cup","qual","Doha, Qatar","PB",18,5.7,7.166,NA,12.866,"abesadze_saba","Saba Abesadze"
"abesadze","saba","m","GEO",2023-03-01,"World Cup","qual","Doha, Qatar","PH",35,4.5,7.766,NA,12.266,"abesadze_saba","Saba Abesadze"
"abeyratne","kumudi imanya","w","SRI",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",36,3.9,5.2,NA,9.1,"abeyratne_kumudi_imanya","Kumudi Imanya Abeyratne"
"abeyratne","kumudi imanya","w","SRI",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",39,2.9,4.45,NA,7.35,"abeyratne_kumudi_imanya","Kumudi Imanya Abeyratne"
"abeyratne","kumudi imanya","w","SRI",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","UB",39,1.2,4.3,NA,5.5,"abeyratne_kumudi_imanya","Kumudi Imanya Abeyratne"
"abiyurafi","","m","INA",2023-03-01,"World Cup","qual","Doha, Qatar","HB",26,4.9,6.733,NA,11.633,"abiyurafi_"," Abiyurafi"
"abiyurafi","","m","INA",2023-03-01,"World Cup","qual","Doha, Qatar","PB",29,4.8,6.2,0.3,10.7,"abiyurafi_"," Abiyurafi"
"abiyurafi","","m","INA",2023-03-01,"World Cup","qual","Doha, Qatar","PH",39,4.5,7,NA,11.5,"abiyurafi_"," Abiyurafi"
"aboelhasan","jana","w","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",116,4.6,5.9,NA,10.5,"aboelhasan_jana","Jana Aboelhasan"
"aboelhasan","jana","w","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",74,4.4,7.866,NA,12.266,"aboelhasan_jana","Jana Aboelhasan"
"aboelhasan","jana","w","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",113,4.4,6.5,NA,10.9,"aboelhasan_jana","Jana Aboelhasan"
"aboelhasan","jana","w","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",138,3.2,8.4,NA,11.6,"aboelhasan_jana","Jana Aboelhasan"
"abu al soud","ahmad","m","JOR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","PH",2,6.3,8.566,NA,14.866,"abu_al_soud_ahmad","Ahmad Abu Al Soud"
"abu al soud","ahmad","m","JOR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",8,6.3,8.066,NA,14.366,"abu_al_soud_ahmad","Ahmad Abu Al Soud"
"abu al soud","ahmad","m","JOR",2023-02-23,"FIG Apparatus World Cup 2023","final","Cottbus, Germany","PH",8,5.5,6.3,NA,11.8,"abu_al_soud_ahmad","Ahmad Abu Al Soud"
"abu al soud","ahmad","m","JOR",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","PH",6,5.9,8.7,NA,14.6,"abu_al_soud_ahmad","Ahmad Abu Al Soud"
"abu al soud","ahmad","m","JOR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PH",26,5.1,7.7,NA,12.8,"abu_al_soud_ahmad","Ahmad Abu Al Soud"
"abu al soud","ahmad","m","JOR",2023-03-01,"World Cup","qual","Doha, Qatar","PH",16,5.6,8.066,NA,13.666,"abu_al_soud_ahmad","Ahmad Abu Al Soud"
"achampong","ondine","w","GBR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",15,5.7,7.266,NA,12.966,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",16,5.3,8.033,NA,13.333,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",51,5.8,7.033,NA,12.833,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",3,5,9.466,NA,14.466,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-03-24,"2022 British Gymnastics Championships","final","Liverpool, England","BB",4,5.1,7.7,0,12.8,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","BB",1,5.9,7.75,0,13.65,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",12,5.2,7.6,0.3,12.5,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-03-24,"2022 British Gymnastics Championships","final","Liverpool, England","UB",5,5.6,7.3,0,12.9,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","UB",7,5.6,7.5,0,13.1,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","VT",1,5,9.25,0,14.25,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-08-11,"2022 Senior European Championships","final","Munich, Germany","BB",2,5.5,7.9,NA,13.4,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","BB",7,5.5,7.766,NA,13.266,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-08-11,"2022 Senior European Championships","TeamFinal","Munich, Germany","BB",4,5.7,8,NA,13.7,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",25,5.3,7.566,0.2,12.666,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","UB",43,5.8,6.433,NA,12.233,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-08-11,"2022 Senior European Championships","TeamFinal","Munich, Germany","UB",24,5.6,6.833,NA,12.433,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",4,5,8.933,NA,13.933,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-08-11,"2022 Senior European Championships","TeamFinal","Munich, Germany","VT",7,5,8.9,NA,13.9,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-03-23,"2023 British Gymnastics Championships","final","Liverpool, England","BB",1,5.7,8.1,0,13.8,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","BB",2,5.5,8.3,0,13.8,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-03-23,"2023 British Gymnastics Championships","final","Liverpool, England","FX",8,5.2,6.75,0,11.95,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","FX",4,5.3,7.9,0,13.2,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-03-23,"2023 British Gymnastics Championships","final","Liverpool, England","UB",5,5.8,8.3,0,14.1,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","UB",2,5.7,8,0,13.7,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",16,5,NA,0,14.3,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",16,NA,NA,NA,NA,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-04-11,"2023 Senior European Championships","final","Antalya, Turkey","BB",4,5.9,7.633,NA,13.533,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",4,5.7,7.666,NA,13.366,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",8,5.3,7.866,NA,13.166,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",6,5,8.966,NA,13.966,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","BB",4,5.7,6.8,NA,12.5,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",4,5.7,7.6,NA,13.3,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","FX",1,5.3,8.05,NA,13.35,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","FX",2,5.3,7.733,NA,13.033,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",11,5.3,7.25,NA,12.55,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","UB",3,6,7.25,NA,13.25,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","UB",4,6,7.433,NA,13.433,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","UB",2,6.1,7.65,NA,13.75,"achampong_ondine","Ondine Achampong"
"achampong","ondine","w","GBR",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","VT",1,5,8.9,NA,13.9,"achampong_ondine","Ondine Achampong"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","FX",14,4.3,8.2,NA,12.5,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",19,4.3,8,NA,12.3,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","HB",10,4.2,7.95,NA,12.15,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","final","San Salvador, El Salvador","HB",7,4.2,7.65,NA,11.85,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","HB",8,4.2,8,NA,12.2,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","PB",9,4.5,8.4,NA,12.9,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","PB",10,4.5,8.5,NA,13,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","PH",9,4.1,7.7,NA,11.8,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","PH",14,4.1,7.6,NA,11.7,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","SR",10,4,7.8,NA,11.8,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","SR",20,4,7.7,NA,11.7,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","VT",14,4,9,NA,13,"acuna_francisco","Francisco Acuna"
"acuna","francisco","m","CRC",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",22,4,8.9,NA,12.9,"acuna_francisco","Francisco Acuna"
"adalsteinsdottir","thelma","w","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",69,4.7,7,0.1,11.6,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",127,3.7,7.733,NA,11.433,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",108,4.2,6.833,NA,11.033,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",126,3.8,8.266,NA,12.066,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","BB",35,4.7,7.533,NA,12.233,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",91,3.6,7.533,NA,11.133,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","UB",57,4.1,7.633,NA,11.733,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",69,3.8,8.533,NA,12.333,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",57,4.8,6.466,0.1,11.166,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",78,4.5,7.066,NA,11.566,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","UB",54,4.3,7.933,NA,12.233,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adalsteinsdottir","thelma","w","ISL",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",82,3.8,8.5,NA,12.3,"adalsteinsdottir_thelma","Thelma Adalsteinsdottir"
"adamson","jess","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","BB",54,4.3,5.4,0,9.7,"adamson_jess","Jess Adamson"
"adamson","jess","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",52,4,6.45,0,10.45,"adamson_jess","Jess Adamson"
"adamson","jess","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","UB",24,3.7,7.6,0,11.3,"adamson_jess","Jess Adamson"
"adamson","jess","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","VT",44,3.6,8.4,0,12,"adamson_jess","Jess Adamson"
"adapa","karthik","m","CAY",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",34,4,6.6,NA,10.6,"adapa_karthik","Karthik Adapa"
"adapa","karthik","m","CAY",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","PB",35,3.5,7.65,NA,11.15,"adapa_karthik","Karthik Adapa"
"adapa","karthik","m","CAY",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","PH",36,3,6.1,NA,9.1,"adapa_karthik","Karthik Adapa"
"adapa","karthik","m","CAY",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","SR",33,3.2,7.1,0.3,10,"adapa_karthik","Karthik Adapa"
"adapa","karthik","m","CAY",NA,"BIRMINGHAM 2022 Commonwealth Games","AAqual","Birmingham, England","VT",NA,2.8,8.8,NA,11.6,"adapa_karthik","Karthik Adapa"
"adapa","karthik","m","CAY",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","HB",34,2.8,7.35,NA,10.15,"adapa_karthik","Karthik Adapa"
"adlerteg","jonna","w","SWE",2021-07-25,"Olympic Games","qual","Tokyo, Japan","UB",12,6.3,8.233,NA,14.533,"adlerteg_jonna","Jonna Adlerteg"
"afify","mohamed","m","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",65,5.1,8,NA,13.1,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",77,4.6,8.033,NA,12.633,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",39,5.8,8.066,NA,13.866,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",30,5.3,8,NA,13.3,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",62,4.9,8.066,NA,12.966,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",79,4.8,8.966,0.1,13.666,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-03-09,"World Cup","qual","Baku, Azerbaijan","HB",35,4.2,7.266,NA,11.466,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-03-09,"World Cup","final","Baku, Azerbaijan","PB",4,6,8.533,NA,14.533,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PB",7,6,8.433,NA,14.433,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-04-27,"World Cup","final","Cairo, Egypt","PB",2,6,8.066,NA,14.066,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-04-27,"World Cup","qual","Cairo, Egypt","PB",3,6,8.033,NA,14.033,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-03-01,"World Cup","qual","Doha, Qatar","PB",15,5.8,7.333,NA,13.133,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-04-27,"World Cup","qual","Cairo, Egypt","PH",24,5.3,7.4,NA,12.7,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-03-01,"World Cup","qual","Doha, Qatar","PH",34,5.3,7,NA,12.3,"afify_mohamed","Mohamed Afify"
"afify","mohamed","m","EGY",2023-03-09,"World Cup","qual","Baku, Azerbaijan","SR",26,4.9,7.9,NA,12.8,"afify_mohamed","Mohamed Afify"
"afzal","muhammad","m","PAK",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",39,2.9,5.5,NA,8.4,"afzal_muhammad","Muhammad Afzal"
"afzal","muhammad","m","PAK",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","SR",35,2.7,5.85,4.3,4.25,"afzal_muhammad","Muhammad Afzal"
"afzal","muhammad","m","PAK",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","VT",18,2.4,7.8,NA,10.2,"afzal_muhammad","Muhammad Afzal"
"ahmad kohani","mahdi","m","IRI",2023-08-01,"2023 FISU World University Games","final","Chengdu, China","SR",8,6,7.766,NA,13.76,"ahmad_kohani_mahdi","Mahdi Ahmad Kohani"
"ahmad kohani","mahdi","m","IRI",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","SR",6,6,8.6,NA,14.6,"ahmad_kohani_mahdi","Mahdi Ahmad Kohani"
